0 50 -1
0 0 0 
0 10 0 
0 20 0 
25 20 0 
0 30 0 
25 30 0 
0 40 0 
25 40 0 
50 40 0 
0 50 0 
25 50 0 
50 50 0 
0 60 0 
25 60 0 
50 60 0 
75 60 0 
0 70 0 
25 70 0 
50 70 0 
75 70 0 
0 80 0 
25 80 0 
50 80 0 
75 80 0 
100 80 0 
0 90 0 
25 90 0 
50 90 0 
75 90 0 
100 90 0 
0 100 0 
25 100 0 
50 100 0 
75 100 0 
100 100 0 
125 100 0 
0 110 1 
25 110 1 
50 110 1 
75 110 1 
100 110 1 
125 110 1 
150 110 1 
0 120 1 
25 120 1 
50 120 1 
75 120 1 
100 120 1 
125 120 1 
150 120 1 
0 130 0 
25 130 0 
50 130 0 
75 130 0 
100 130 0 
125 130 0 
0 140 0 
25 140 0 
50 140 0 
75 140 0 
100 140 0 
0 150 0 
25 150 0 
50 150 0 
75 150 0 
100 150 0 
0 160 0 
25 160 0 
50 160 0 
75 160 0 
0 170 0 
25 170 0 
50 170 0 
75 170 0 
0 180 0 
25 180 0 
50 180 0 
0 190 0 
25 190 0 
50 190 0 
0 200 0 
25 200 0 
0 210 0 
25 210 0 
0 220 0 
0 230 0 
